comments,0/1
"Relax, let the film happen around you Initially, I found the film hard going. The story threads are tightly told, and if you concentrate too hard on understanding what and why things are happening, you won't understand. Stop trying to understand, and let the narrative speak for itself. Once I let go, and just kept up with the stories, it was just beautifully told.<br /><br />The acting is great, the fight scenes not too drawn out, and satisfyingly, all the questions you have are answered sufficiently.<br /><br />I loved it.",1
"??? ???? ?? ?? why is this a studio box item, i do not know, but what i do know is that i don't like this album.",0
Five Stars A very good item in very good condition.,1
keeps freezing I bought this and was fine through the training missions then started glitching now it won't load the missions. I am very annoyed as its not a free app,0
Three Stars Thank you.,0
guess the emoji This app is really fun and you get competitive with your friends and family this is a great brain game that is fun for everyone,1
Won't work without Amazon app on your device  Not happy that I can't play this game unless I have the Amazon app on my phone. I needed to get more space to update apps and I can always get to Amazon using my browser so have not been able to play this game.,0
another eric quicky to me this album was made with tracks thrown together in order to satisfy the record company no real clapton magic,0
faulty dvd I purchased this dvd for my daughter as she had not seen it however the ending was ruined as the dvd jumped towards the end & would not play.,0
Great Book - Great Author This is a book that could change the way you think and in doing so - change your life!,1
AMAZING I love this game!!!!!! It's awesome. Everyone should play it. Who wouldn't love it? It's definitely the best game I've ever played!!,1
Five Stars Beautiful.,1
Five Stars Addictive but fun,1
A dull trudge... A good idea which should have stayed as a good idea for Joyce ...and for Harold! This tale just does not work on any level with uninspiring characters who sap the life blood from the reader and a narrative so dull that you will struggle to find any enthusiasm to keep going till the end.,0
please confirm this app is free This app was presented as free.  If it is not I do not want it.  Please remove it from my kindle.,0
"CD in perfect condition, but not the cover CD in perfect condition, but not the cover. The cover has something like stain in some areas. I guess is due to a bad storage.",0
"just """"cons"""" yepp its absolute rubbish...boring disjointed uncohearant toss..and to think this would have been the next floyd album after the final cut if they had not split up!<br />roger waters is a genuis just listern to amused to death..but with this he really lost it big time",0
disapointing Its not his best by far...,0
"Inspiring The book is inspiring - go out and find your passion, your element and live a more successful and happy life.",1
"Finally! Much clearer to see than the first game. Being visually impaired I struggled at times to see the shooting line, but this is a vast improvement. Loving the more kawaii look too.",1
this game is the best THIS game is the best game I played in my life,1
annoying I just couldn't get on with this game. Just a bit annoying. Also it had a bit of a delay on my kindle fire so it didn't work too good.,0
not received rubies for liking their Facebook page You can collect rubies either when you connect to Facebook like their Facebook page add friends I did the connect got rubies I liked their page no rubies why??????!!!!!,0
